,bbox,id,maxDate,minDate,title,timePeriodsRange,area
20945,"-3.0, 37.0, -2.0, 38.0",bastuli,640,-330,Bastuli,"-330.0,640.0",
20946,"-3.0, 37.0, -2.0, 38.0",basti,640,-330,Basti,"-330.0,640.0",
20960,"2.0, 39.0, 5.0, 41.0",capraria,640,-330,Capraria,"-330.0,640.0",
20961,"2.0, 39.0, 5.0, 41.0",capria,640,300,Capria,"300.0,640.0",
20969,"-0.991387, 37.599896, -0.98452, 37.605678",carthago-nova,640,-330,Carthago Nova,"-330.0,640.0",
20970,"-0.991387, 37.599896, -0.98452, 37.605678",col-urbs-iulia,640,-330,Col. Urbs Iulia,"-330.0,640.0",
20971,"-0.991387, 37.599896, -0.98452, 37.605678",carthago-spartaria,640,-330,Carthago Spartaria,"-330.0,640.0",
20979,"-4.0, 38.0, -3.0, 39.0",castulonensis-saltus,300,-330,Castulonensis Saltus,"-330.0,300.0",
20981,"-3.0, 36.0, -2.0, 37.0",Charidemos-Pr,300,-30,Charidemos Pr.,"-30.0,300.0",
21129,"28.0, 41.0, 28.5, 41.5",ad-statuas,640,300,Ad Statuas,"300.0,640.0",
21131,"27.5, 40.0, 28.0, 40.5",Adrasteia-M,300,-30,Adrasteia M.,"-30.0,300.0",
21138,"27.1073556, 40.9269409, 27.1073556, 40.9269409",aproi,640,-30,Aproi,"-30.0,640.0",
21139,"27.1073556, 40.9269409, 27.1073556, 40.9269409",col-claudia-aprensis,300,-30,Col. Claudia Aprensis,"-30.0,300.0",
21140,"27.1073556, 40.9269409, 27.1073556, 40.9269409",nova-theodosiopolis,640,300,Nova Theodosiopolis,"300.0,640.0",
21143,"29.0, 40.5, 29.5, 41.0",Arganthoneion-M,300,-330,Arganthoneion M.,"-330.0,300.0",
21144,"27.796268, 40.402952, 27.796268, 40.402952",artace,300,-550,Artace,"-550.0,300.0",
21145,"27.796268, 40.402952, 27.796268, 40.402952",erdek-ota,2000,-700,Erdek,"-700.0,2000.0",
21146,"27.796268, 40.402952, 27.796268, 40.402952",erdek-tur,2000,-700,Erdek,"-700.0,2000.0",
21147,"27.796268, 40.402952, 27.796268, 40.402952",artake,-500,-700,Artakē,"-700.0,-500.0",
21151,"29.5, 41.0, 30.0, 41.5",artanes,300,-330,Artanes,"-330.0,300.0",
21153,"29.5, 40.0, 30.0, 40.5",askania,300,-750,Askania,"-750.0,300.0",
21154,"29.0, 40.0, 29.5, 40.5",Askania-L,640,-30,Askania L.,"-30.0,640.0",
21158,"28.0, 41.0, 28.5, 41.5",astike,640,-330,Astike,"-330.0,640.0",
21167,"28.5, 41.0, 29.0, 41.5",bathynias,300,-30,Bathynias,"-30.0,300.0",
21171,"27.349569, 41.399419, 27.355829, 41.404062",bergoule,640,-30, Bergoule,"-30.0,640.0",
21172,"27.349569, 41.399419, 27.355829, 41.404062",bergule,640,-30,Bergule,"-30.0,640.0",
21173,"27.349569, 41.399419, 27.355829, 41.404062",arkadioupolis,640,300,Arkadioupolis,"300.0,640.0",
21178,"29.0, 40.0, 29.5, 40.5",bithynia,640,-550,Bithynia,"-550.0,640.0",
21185,"28.882617, 40.375468, 28.882868, 40.375711",brylleion,-330,-550,Brylleion,"-550.0,-330.0",
21186,"28.882617, 40.375468, 28.882868, 40.375711",myrleia,300,-330,Myrleia,"-330.0,300.0",
21187,"28.882617, 40.375468, 28.882868, 40.375711",apamea,640,-30,Apameia,"-30.0,640.0",
21188,"28.882617, 40.375468, 28.882868, 40.375711",col-iulia-concordia,300,-30,Col. Iulia Concordia,"-30.0,300.0",
21193,"27.5, 41.0, 28.0, 41.5",campus-serenus,640,300,Campus Serenus,"300.0,640.0",
21200,"27.874127, 40.381323, 27.892255, 40.389806",cyzicus,640,-750,Cyzicus,"-750.0,640.0",
21202,"27.874127, 40.381323, 27.892255, 40.389806",belkis-1,-500,-700,Belkis,"-700.0,-500.0",
21204,"27.874127, 40.381323, 27.892255, 40.389806",kyzikos,2000,-1200,Kyzikos,"-1200.0,2000.0",
21208,"27.966667, 40.183333, 27.966667, 40.183333",name.2013-08-17.0352191992,2100,1700,Lake Kuş,"1700.0,2100.0",
21209,"27.966667, 40.183333, 27.966667, 40.183333",name.2013-08-17.1227080622,2100,1700,Kuş Gölü,"1700.0,2100.0",
21210,"27.966667, 40.183333, 27.966667, 40.183333",name.2013-08-17.2076054138,2100,1700,Manyas Gölü,"1700.0,2100.0",
21218,"28.0, 41.0, 28.5, 41.5",delkon,-30,-330,Delkon,"-330.0,-30.0",
21220,"28.5, 41.0, 29.0, 41.5",delkos,640,-30,Delkos,"-30.0,640.0",
21221,"28.5, 41.0, 29.0, 41.5",Phileatine,640,300,Phileatine L.,"300.0,640.0",
21225,"27.5, 40.0, 28.0, 40.5",Dindymon-M,300,-330,Dindymon M.,"-330.0,300.0",
21227,"27.5, 40.0, 28.0, 40.5",dolionis,640,-330,Dolionis,"-330.0,640.0",
21228,"29.0, 40.5, 29.5, 41.0",drakon,640,300,Drakon,"300.0,640.0",
21233,"29.0, 40.0, 29.5, 40.5",echeleos,300,-30,Echeleos,"-30.0,300.0",
21239,"27.5, 40.0, 28.0, 40.5",enbeilos,300,-30,Enbeilos,"-30.0,300.0",
21240,"27.5, 41.0, 28.0, 41.5",ergina,640,300,Ergina,"300.0,640.0",
21246,"27.5, 40.0, 28.0, 40.5",halone,300,-30,Halone,"-30.0,300.0",
21264,"27.0, 40.0, 27.5, 40.5",karesene,300,-550,Karesene,"-550.0,300.0",
21265,"27.0, 40.0, 27.5, 40.5",karesos,300,-330,Karesos,"-330.0,300.0",
21267,"28.5, 40.0, 29.0, 40.5",kianos-sinus,300,-330,Kianos Sinus,"-330.0,300.0",
21268,"29.0, 40.0, 29.5, 40.5",kios,640,-330,Kios,"-330.0,640.0",
21269,"29.0, 40.0, 29.5, 40.5",askanios,640,-330,Askanios,"-330.0,640.0",
21275,"29.0, 40.5, 29.5, 41.0",Leucatas-Pr,640,-30,Leucatas Pr.,"-30.0,640.0",
21287,"27.5, 40.0, 28.0, 40.5",Melanos-Pr,300,-30,Melanos Pr.,"-30.0,300.0",
21291,"28.5, 40.0, 29.0, 40.5",miletopolitis,300,-330,Miletopolitis,"-330.0,300.0",
21292,"28.5, 40.0, 29.0, 40.5",apolloniatis,640,-30,Apolloniatis,"-30.0,640.0",
21293,"28.5, 40.0, 29.0, 40.5",Artynia-L,300,-30,Artynia L.,"-30.0,300.0",
21301,"27.5, 40.0, 28.0, 40.5",mysia,-330,-750,Mysia,"-750.0,-330.0",
21305,"27.5, 41.0, 28.0, 41.5",neon-teichos,-330,-550,Neon Teichos,"-550.0,-330.0",
21307,"29.916288, 40.76445, 29.923486, 40.765931",nicomedia,640,-330,Nicomedia,"-330.0,640.0",
21308,"29.916288, 40.76445, 29.923486, 40.765931",nikomedeia,1918,-1200,Nikomēdeia,"-1200.0,1918.0",
21317,"29.916288, 40.76445, 29.923486, 40.765931",izmit,2000,-1750,İzmit,"-1750.0,2000.0",
21318,"29.916288, 40.76445, 29.923486, 40.765931",olbia,226,-330,Olbia,"-330.0,226.0",
21324,"29.0, 40.0, 29.5, 40.5",Olympus-M,640,-550,Olympus M.,"-550.0,640.0",
21328,"27.280325, 40.914314, 27.280325, 40.914314",ornoi,640,300,Ornoi,"300.0,640.0",
21329,"27.280325, 40.914314, 27.280325, 40.914314",bornos,640,-550, Bornos,"-550.0,640.0",
21330,"27.280325, 40.914314, 27.280325, 40.914314",ornos,640,-550,Ornos,"-550.0,640.0",
21332,"27.466995, 40.907132, 27.466995, 40.907132",panion,640,-550,Panion,"-550.0,640.0",
21333,"27.466995, 40.907132, 27.466995, 40.907132",theodosiopolis,640,300,Theodosiopolis,"300.0,640.0",
21334,"27.466995, 40.907132, 27.466995, 40.907132",paniai,-330,-550,Paniai,"-550.0,-330.0",
21338,"27.5, 40.0, 28.0, 40.5",Peirossos-M,300,-330,Peirossos M.,"-330.0,300.0",
21347,"27.5, 40.0, 28.0, 40.5",phrygia,300,-550,Phrygia,"-550.0,300.0",
21348,"29.5, 40.0, 30.0, 40.5",phrygia-epiktetos,300,-330,Phrygia Epiktetos,"-330.0,300.0",
21353,"28.5, 40.5, 29.0, 41.0",poseideion,300,-330,Poseideion,"-330.0,300.0",
21354,"28.5, 40.5, 29.0, 41.0",Triton-Pr,300,-330,Triton Pr.,"-330.0,300.0",
21368,"29.061495, 40.180979, 29.066142, 40.184818",prusa,640,-30,Prusa,"-30.0,640.0",
21369,"29.061495, 40.180979, 29.066142, 40.184818",bursa,2000,-1750,Bursa,"-1750.0,2000.0",
21370,"29.061495, 40.180979, 29.066142, 40.184818",kios,1450,-540,Kios,"-540.0,1450.0",
21375,"29.061495, 40.180979, 29.066142, 40.184818",prousa,1450,-1200,Prousa,"-1200.0,1450.0",
21376,"29.061495, 40.180979, 29.066142, 40.184818",prousias,640,-330,Prousias,"-330.0,640.0",
21381,"29.5, 41.0, 30.0, 41.5",psillis,640,-330, Psillis,"-330.0,640.0",
21382,"29.5, 41.0, 30.0, 41.5",psilis,640,-330, Psilis,"-330.0,640.0",
21387,"29.5, 40.0, 30.0, 40.5",rhebas,300,-330,Rhebas,"-330.0,300.0",
21389,"27.0, 40.0, 27.5, 40.5",rhesos,640,-750,Rhesos,"-750.0,640.0",
21393,"28.0, 41.5, 28.5, 42.0",salmydessos,300,-550,Salmydessos,"-550.0,300.0",
21406,"28.247677, 41.078496, 28.247677, 41.078496",selybria,300,-550, Selybria,"-550.0,300.0",
21407,"28.247677, 41.078496, 28.247677, 41.078496",eudoxiopolis,640,300,Eudoxiopolis,"300.0,640.0",
21408,"28.247677, 41.078496, 28.247677, 41.078496",name.2015-02-01.6255800692,300,-30,Selymbria,"-30.0,300.0",
21409,"28.247677, 41.078496, 28.247677, 41.078496",selymbrie,300,-550,Selymbrie,"-550.0,300.0",
21410,"28.247677, 41.078496, 28.247677, 41.078496",eudoxioupolis,640,300,Eudoxioupolis,"300.0,640.0",
21411,"27.324357, 40.750541, 27.324357, 40.750541",serreion-teichos,-330,-550,Serreion Teichos,"-550.0,-330.0",
21412,"27.324357, 40.750541, 27.324357, 40.750541",ganos,640,-550,Ganos,"-550.0,640.0",
21413,"27.324357, 40.750541, 27.324357, 40.750541",gannos,640,300,Gannos,"300.0,640.0",
21417,"29.0, 40.0, 29.5, 40.5",soloeis,640,-30,Soloeis,"-30.0,640.0",
21423,"30.0, 40.5, 30.5, 41.0",tarsos,640,-30,Tarsos,"-30.0,640.0",
21424,"30.0, 40.5, 30.5, 41.0",tarsia,640,-30,Tarsia,"-30.0,640.0",
21436,"29.5, 41.0, 30.0, 41.5",thynoi,300,-550,Thynoi,"-550.0,300.0",
21438,"28.0, 41.5, 28.5, 42.0",thynias,300,-30,Thynias,"-30.0,300.0",
21439,"28.0, 41.5, 28.5, 42.0",Thynias-Pr,300,-330,Thynias Pr.,"-330.0,300.0",
21447,"28.5, 40.5, 29.0, 41.0",triton,300,-330,Triton,"-330.0,300.0",
21448,"27.5, 41.0, 28.0, 41.5",tziorikellos,640,300,Tziorikellos,"300.0,640.0",
21460,"29.0, 41.0, 29.25, 41.25",Aietou-Rhynkos-Pr,300,-30,Aietou Rhynkos Pr.,"-30.0,300.0",
21467,"29.0, 41.0, 29.25, 41.25",Ancyreum-Pr,300,-30,Ancyreum Pr.,"-30.0,300.0",
21469,"29.0, 41.0, 29.25, 41.25",aphrodysium,300,-30,Aphrodysium,"-30.0,300.0",
21472,"29.0, 41.0, 29.25, 41.25",bacca-collis,300,-30,Bacca Collis,"-30.0,300.0",
21473,"29.0, 41.0, 29.25, 41.25",bacchiae,-330,-550,Bacchiae,"-550.0,-330.0",
21474,"29.0, 41.0, 29.25, 41.25",thermemeria,300,-330,Thermemeria,"-330.0,300.0",
21475,"28.75, 41.0, 29.0, 41.25",barbyses,640,-30,Barbyses,"-30.0,640.0",
21476,"29.0, 41.0, 29.25, 41.25",bathys,300,-30,Bathys,"-30.0,300.0",
21481,"28.75, 41.0, 29.0, 41.25",Bosporios-Pr,300,-30,Bosporios Pr.,"-30.0,300.0",
21482,"28.75, 41.0, 29.0, 41.25",boukolos-collis,300,-30,Boukolos Collis,"-30.0,300.0",
21487,"29.0, 40.75, 29.25, 41.0",chalkedon,640,-30,Chalkedon,"-30.0,640.0",
21488,"29.0, 40.75, 29.25, 41.0",chalkitis,300,-330,Chalkitis,"-330.0,300.0",
21489,"29.0, 40.75, 29.25, 41.0",demonnesos,-30,-550,Demonnesos,"-550.0,-30.0",
21493,"28.75, 41.0, 29.0, 41.25",chrysokeras,640,-30,Chrysokeras,"-30.0,640.0",
21495,"29.0, 41.0, 29.25, 41.25",chrysorrhoas,300,-30,Chrysorrhoas,"-30.0,300.0",
21496,"28.75, 41.0, 29.0, 41.25",constantinopolis,640,300,Constantinopolis,"300.0,640.0",
21499,"29.0, 41.0, 29.25, 41.25",Coracium-Pr,300,-30,Coracium Pr.,"-30.0,300.0",
21505,"29.0, 41.0, 29.25, 41.25",dikaia-petra,300,-30,Dikaia Petra,"-30.0,300.0",
21506,"28.75, 41.0, 29.0, 41.25",Drepanon-Pr,300,-30,Drepanon Pr.,"-30.0,300.0",
21507,"29.0, 41.0, 29.25, 41.25",Echaia-Pr,300,-30,Echaia Pr.,"-30.0,300.0",
21509,"28.75, 40.75, 29.0, 41.0",eleutheriou,640,300,Eleutheriou,"300.0,640.0",
21510,"28.75, 40.75, 29.0, 41.0",kaisariou-limen,640,300,Kaisariou Limen,"300.0,640.0",
21511,"28.75, 40.75, 29.0, 41.0",theodosiacus-portus,640,300,Theodosiacus Portus,"300.0,640.0",
21514,"29.0, 41.0, 29.25, 41.25",gronychia,300,-30,Gronychia,"-30.0,300.0",
21515,"29.0, 41.0, 29.25, 41.25",gypopolis-collis,300,-30,Gypopolis Collis,"-30.0,300.0",
21522,"29.0, 41.0, 29.25, 41.25",herculis-kline,300,-30,Herculis Kline,"-30.0,300.0",
21523,"29.0, 41.0, 29.25, 41.25",Hestiai-Pr,640,-30,Hestiai Pr.,"-30.0,640.0",
21526,"29.0, 41.0, 29.25, 41.25",hieron-chalkedonion,640,-330,Hieron Chalkedonion,"-330.0,640.0",
21527,"29.0, 41.0, 29.25, 41.25",hieron,640,-330,Hieron,"-330.0,640.0",
21530,"29.0, 41.0, 29.25, 41.25",himeros,640,300,Himeros,"300.0,640.0",
21531,"29.0, 40.75, 29.25, 41.0",Hyris-Pr,640,-330,Hyris Pr.,"-330.0,640.0",
21536,"28.75, 40.75, 29.0, 41.0",ioulianou,640,300,Ioulianou,"300.0,640.0",
21537,"28.75, 40.75, 29.0, 41.0",sophias-limen,640,300,Sophias Limen,"300.0,640.0",
21538,"29.0, 41.0, 29.25, 41.25",Iuppiter-Urius-T,640,-30,"Iuppiter Urius, T.","-30.0,640.0",
21539,"28.75, 41.0, 29.0, 41.25",iustiniani,640,300,Iustiniani,"300.0,640.0",
21540,"28.75, 41.0, 29.0, 41.25",s-callinici-pons,640,300,S. Callinici Pons,"300.0,640.0",
21545,"28.75, 41.0, 29.0, 41.25",keras,640,-330,Keras,"-330.0,640.0",
21547,"29.0, 41.0, 29.25, 41.25",kleides-kai-kleithra-tou-pontou,300,-30,Kleides kai Kleithra tou Pontou,"-30.0,300.0",
21551,"29.0, 41.0, 29.25, 41.25",kyaneai,300,-330,Kyaneai,"-330.0,300.0",
21552,"28.75, 41.0, 29.0, 41.25",kydaros,640,-30,Kydaros,"-30.0,640.0",
21554,"29.052603, 41.115124, 29.052603, 41.115124",lasthenes,300,-30,Lasthenes,"-30.0,300.0",
21555,"29.052603, 41.115124, 29.052603, 41.115124",leosthenion,640,300,Leosthenion,"300.0,640.0",
21556,"29.052603, 41.115124, 29.052603, 41.115124",sosthenion,640,300,Sosthenion,"300.0,640.0",
21557,"29.0, 41.0, 29.25, 41.25",Lembos-Pr,300,-30,Lembos Pr.,"-30.0,300.0",
21558,"29.0, 41.0, 29.25, 41.25",licnias,300,-30,Licnias,"-30.0,300.0",
21563,"28.75, 41.0, 29.0, 41.25",meizon,300,-30,Meizon,"-30.0,300.0",
21564,"28.75, 41.0, 29.0, 41.25",Mellakokopsas-Pr,300,-30,Mellakokopsas Pr.,"-30.0,300.0",
21566,"29.0, 41.0, 29.25, 41.25",metopon,300,-30,Metopon,"-30.0,300.0",
21567,"29.0, 41.0, 29.25, 41.25",Milton-Pr,300,-30,Milton Pr.,"-30.0,300.0",
21576,"29.0, 40.75, 29.25, 41.0",Oxeia-M,640,300,Oxeia M.,"300.0,640.0",
21577,"29.0, 41.0, 29.25, 41.25",Oxyrrous-Pr,300,-30,Oxyrrous Pr.,"-30.0,300.0",
21579,"29.0, 41.0, 29.25, 41.25",Panium-Pr,300,-30,Panium Pr.,"-30.0,300.0",
21581,"29.0, 41.0, 29.25, 41.25",panteichion-litus,300,-30,Panteichion Litus,"-30.0,300.0",
21587,"28.75, 41.0, 29.0, 41.25",pentekontorikon,300,-30,Pentekontorikon,"-30.0,300.0",
21593,"28.75, 41.0, 29.0, 41.25",philippi-pons,-330,-550,Philippi Pons,"-550.0,-330.0",
21600,"29.0, 40.75, 29.25, 41.0",prota,640,-330,Prota,"-330.0,640.0",
21605,"29.0, 41.0, 29.25, 41.25",rhodion-periboloi,300,-30,Rhodion Periboloi,"-30.0,300.0",
21608,"29.0, 41.0, 29.25, 41.25",rhoizousai-akrai,300,-30,Rhoizousai Akrai,"-30.0,300.0",
21609,"29.0, 41.0, 29.25, 41.25",Rhoodes-Pr,300,-30,Rhoodes Pr.,"-30.0,300.0",
21612,"29.0, 40.75, 29.25, 41.0",s-auxentiou,640,300,S. Auxentiou,"300.0,640.0",
21613,"29.0, 40.75, 29.25, 41.0",Skopa-M,640,300,Skopa M.,"300.0,640.0",
21616,"29.0, 41.0, 29.25, 41.25",Saronicum-Pr,300,-30,Saronicum Pr.,"-30.0,300.0",
21618,"29.0, 41.0, 29.25, 41.25",senex-marinus,300,-30,Senex Marinus,"-30.0,300.0",
21619,"29.0, 41.0, 29.25, 41.25",Simas-Pr,300,-30,Simas Pr.,"-30.0,300.0",
21623,"29.0, 41.0, 29.25, 41.25",symplegades,300,-750,Symplegades,"-750.0,300.0",
21624,"29.0, 41.0, 29.25, 41.25",kyaneai,300,-550,Kyaneai,"-550.0,300.0",
21625,"29.0, 40.75, 29.25, 41.0",terebinthodes,300,-30,Terebinthodes,"-30.0,300.0",
21626,"29.0, 40.75, 29.25, 41.0",erebinthodes,300,-30,Erebinthodes,"-30.0,300.0",
21627,"28.75, 41.0, 29.0, 41.25",thermastis-petra,300,-30,Thermastis Petra,"-30.0,300.0",
21628,"29.0, 41.0, 29.25, 41.25",timaea,640,-30,Timaea,"-30.0,640.0",
21629,"29.0, 41.0, 29.25, 41.25",thimea,640,-30,Thimea,"-30.0,640.0",
21630,"28.75, 41.0, 29.0, 41.25",auleon-sinus,300,-30,Auleon Sinus,"-30.0,300.0",
21631,"29.0, 41.0, 29.25, 41.25",bathykolpos,300,-30,Bathykolpos,"-30.0,300.0",
21632,"29.0, 41.0, 29.25, 41.25",ephesiorum-portus,300,-30,Ephesiorum Portus,"-30.0,300.0",
21633,"29.0, 41.0, 29.25, 41.25",ephesiates,640,300,Ephesiates,"300.0,640.0",
21634,"29.0, 41.0, 29.25, 41.25",eudios-kalos,300,-30,Eudios Kalos,"-30.0,300.0",
21635,"29.0, 41.0, 29.25, 41.25",gynaikon-limen,640,-30,Gynaikon Limen,"-30.0,640.0",
21636,"29.0, 41.0, 29.25, 41.25",katangeion-sinus,300,-30,Katangeion Sinus,"-30.0,300.0",
21637,"29.0, 41.0, 29.25, 41.25",lykadion-sinus,300,-30,Lykadion Sinus,"-30.0,300.0",
21638,"29.0, 41.0, 29.25, 41.25",lykiou-limen,300,-30,Lykiou Limen,"-30.0,300.0",
21639,"28.75, 41.0, 29.0, 41.25",melias-sinus,300,-30,Melias Sinus,"-30.0,300.0",
21640,"28.75, 41.0, 29.0, 41.25",neorion,640,300,Neorion,"300.0,640.0",
21641,"28.75, 41.0, 29.0, 41.25",phosphorion,-330,-550,Phosphorion,"-550.0,-330.0",
21642,"28.75, 41.0, 29.0, 41.25",bosporion,300,-30,Bosporion,"-30.0,300.0",
21643,"29.0, 41.0, 29.25, 41.25",phryxou-limen,640,-330,Phryxou Limen,"-330.0,640.0",
21644,"28.75, 41.0, 29.0, 41.25",sapra-thalassa,300,-30,Sapra Thalassa,"-30.0,300.0",
21645,"29.0, 41.0, 29.25, 41.25",scletrinas-sinus,300,-30,Scletrinas Sinus,"-30.0,300.0",
21649,"28.75, 41.0, 29.0, 41.25",auletes,300,-30,Auletes,"-30.0,300.0",
21652,"28.75, 41.0, 29.0, 41.25",delphin,300,-30,Delphin,"-30.0,300.0",
21653,"28.75, 41.0, 29.0, 41.25",karandas,300,-30,Karandas,"-30.0,300.0",
21654,"28.75, 41.0, 29.0, 41.25",elaia,640,300,Elaia,"300.0,640.0",
21661,"28.75, 41.0, 29.0, 41.25",metopon,300,-30,Metopon,"-30.0,300.0",
21663,"28.75, 41.0, 29.0, 41.25",Palinormikon-Pr,300,-30,Palinormikon Pr.,"-30.0,300.0",
21668,"20.5, 38.5, 21.0, 39.0",acarnania,640,-550,Acarnania,"-550.0,640.0",
21672,"20.5, 39.0, 21.0, 39.5",Acherusia-L,300,-550,Acherusia L.,"-550.0,300.0",
21676,"21.0, 38.5, 21.5, 39.0",agraiis,-30,-550,Agraiis,"-550.0,-30.0",
21677,"21.0, 38.5, 21.5, 39.0",agrais,-30,-550,Agrais,"-550.0,-30.0",
21680,"20.5, 38.0, 21.0, 38.5",Ainos-M,300,-750,Ainos M.,"-750.0,300.0",
21681,"21.0, 39.5, 21.5, 40.0",aithikia,-30,-550,Aithikia,"-550.0,-30.0",
21682,"20.5, 39.5, 21.0, 40.0",akropolis-passaron,300,-550,Akropolis Passaron,"-550.0,300.0",
21691,"20.5, 38.5, 21.0, 39.0",ambracius-sinus,640,-750,Ambracius Sinus,"-750.0,640.0",
21693,"21.0, 39.0, 21.5, 39.5",amphilochia,300,-550,Amphilochia,"-550.0,300.0",
21696,"21.0, 38.5, 21.5, 39.0",anapos,-330,-550,Anapos,"-550.0,-330.0",
21697,"20.5, 39.0, 21.0, 39.5",aphas,300,-330,Aphas,"-330.0,300.0",
21703,"21.0, 38.5, 21.5, 39.0",argeia,300,-550,Argeia,"-550.0,300.0",
21704,"21.0, 38.5, 21.5, 39.0",argos-amphilochikon,300,-550,Argos Amphilochikon,"-550.0,300.0",
21705,"20.5, 39.5, 21.0, 40.0",arktanes,-30,-550,Arktanes,"-550.0,-30.0",
21706,"21.0, 38.0, 21.5, 38.5",Artemita-Pr,300,-330,Artemita Pr.,"-330.0,300.0",
21707,"21.0, 38.0, 21.5, 38.5",artemita,-330,-550,Artemita,"-550.0,-330.0",
21708,"20.5, 39.0, 21.0, 39.5",assos,300,-330,Assos,"-330.0,300.0",
21710,"20.5, 38.0, 21.0, 38.5",asteria,300,-330,Asteria,"-330.0,300.0",
21714,"20.850515, 39.160816, 20.850515, 39.160816",bouchetion,640,-750,Bouchetion,"-750.0,640.0",
21715,"20.850515, 39.160816, 20.850515, 39.160816",bouchaition,640,-750,Bouchaition,"-750.0,640.0",
21716,"20.850515, 39.160816, 20.850515, 39.160816",boucheta,640,-750,Boucheta,"-750.0,640.0",
21717,"20.850515, 39.160816, 20.850515, 39.160816",boucheton,640,-750,Boucheton,"-750.0,640.0",
21724,"21.0, 38.5, 21.5, 39.0",charadra,-330,-550,Charadra,"-550.0,-330.0",
21727,"20.0, 39.5, 20.5, 40.0",chaunoi,-30,-330,Chaunoi,"-330.0,-30.0",
21728,"20.0, 39.0, 20.5, 39.5",Cheimerion-Pr,300,-550,Cheimerion Pr.,"-550.0,300.0",
21729,"20.0, 39.0, 20.5, 39.5",cheimerion,-330,-550,Cheimerion,"-550.0,-330.0",
21732,"19.5, 39.5, 20.0, 40.0",name.2015-09-09.6324338440,-330,-550,Kérkyra,"-550.0,-330.0",
21733,"19.5, 39.5, 20.0, 40.0",corcyra,640,-750,Corcyra,"-750.0,640.0",
21734,"19.5, 39.5, 20.0, 40.0",korkyra,-330,-550,Kérkyra,"-550.0,-330.0",
21743,"21.0, 38.0, 21.5, 38.5",dolicha,300,-330,Dolicha,"-330.0,300.0",
21745,"20.5, 39.0, 21.0, 39.5",dryopis,300,-750,Dryopis,"-750.0,300.0",
21746,"21.0, 38.0, 21.5, 38.5",echinades,300,-550,Echinades,"-550.0,300.0",
21747,"21.0, 38.0, 21.5, 38.5",echinai,300,-550,Echinai,"-550.0,300.0",
21748,"20.5, 38.5, 21.0, 39.0",echinos,-30,-330,Echinos,"-330.0,-30.0",
21750,"20.5, 39.0, 21.0, 39.5",elaiatis,-330,-550,Elaiatis,"-550.0,-330.0",
21753,"20.5, 39.0, 21.0, 39.5",elatreia,300,-750,Elatreia,"-750.0,300.0",
21754,"20.5, 39.0, 21.0, 39.5",elateia,300,-750,Elateia,"-750.0,300.0",
21756,"20.0, 39.0, 20.5, 39.5",elina,300,-550,Elina,"-550.0,300.0",
21761,"20.0, 39.5, 20.5, 40.0",epirus,640,-750,Epirus,"-750.0,640.0",
21767,"20.0, 39.0, 20.5, 39.5",glykys,300,-330,Glykys,"-330.0,300.0",
21768,"20.0, 39.0, 20.5, 39.5",elaias,-30,-550,Elaias,"-550.0,-30.0",
21769,"20.0, 39.0, 20.5, 39.5",cheimerion-limen,-330,-550,Cheimerion Limen,"-550.0,-330.0",
21776,"21.0, 39.0, 21.5, 39.5",hieron-oros,300,-330,Hieron Oros,"-330.0,300.0",
21777,"21.0, 39.0, 21.5, 39.5",Crania-M,300,-330,Crania M.,"-330.0,300.0",
21778,"20.5, 38.5, 21.0, 39.0",hieros-limen-herakleous,300,-550,Hieros Limen Herakleous,"-550.0,300.0",
21783,"19.5, 39.5, 20.0, 40.0",Istone-M,300,-550,Istone M.,"-550.0,300.0",
21784,"19.5, 39.5, 20.0, 40.0",Istone-M,300,-550,Istone M.,"-550.0,300.0",
21788,"20.5, 38.5, 21.0, 39.0",karnos,300,-550,Karnos,"-550.0,300.0",
21791,"20.5, 39.0, 21.0, 39.5",kassopia,-30,-550,Kassopia,"-550.0,-30.0",
21792,"21.0, 39.5, 21.5, 40.0",kelaithoi,-30,-550,Kelaithoi,"-550.0,-30.0",
21794,"20.0, 39.5, 20.5, 40.0",kestrine,300,-550,Kestrine,"-550.0,300.0",
21795,"20.0, 39.5, 20.5, 40.0",kammania,-30,-550,Kammania,"-550.0,-30.0",
21796,"20.0, 39.5, 20.5, 40.0",kiraios-sinus,-330,-550,Kiraios Sinus,"-550.0,-330.0",
21797,"21.0, 39.5, 21.5, 40.0",Kitios-M,-30,-330,Kitios M.,"-330.0,-30.0",
21805,"21.0, 38.5, 21.5, 39.0",Krithote-Pr,300,-330,Krithote Pr.,"-330.0,300.0",
21806,"21.0, 38.5, 21.5, 39.0",kyathos,300,-330,Kyathos,"-330.0,300.0",
21807,"20.0, 39.0, 20.5, 39.5",Kynos-Kephale-Pr,640,300,Kynos Kephale Pr.,"300.0,640.0",
21808,"21.0, 39.5, 21.5, 40.0",Lakmon-M,300,-550,Lakmon M.,"-550.0,300.0",
21811,"20.5, 38.5, 21.0, 39.0",leucas,640,-750,Leucas,"-750.0,640.0",
21812,"20.5, 38.5, 21.0, 39.0",leukadia,640,-750,Leukadia,"-750.0,640.0",
21813,"20.0, 39.0, 20.5, 39.5",Leukimma-Pr,300,-550,Leukimma Pr.,"-550.0,300.0",
21818,"21.0, 38.5, 21.5, 39.0",metropolis,-30,-750,Metropolis,"-750.0,-30.0",
21819,"21.0, 38.5, 21.5, 39.0",metropolis,-330,-550,Metropolis,"-550.0,-330.0",
